的	白勹丶
汧	氵开
缛	纟厂二寸
镤	钅业丶
秫	禾木丶
舣	舟丶乂
蝤	虫丷西一
褫	衤⺁虍几
眇	目少
畤	田土寸
痼	疒囗古
锨	钅斤欠
彖	彑
胼	月丷开
扆	户衣
淏	氵日天
憙	壴口心
扞	扌干
饫	饣丿大
佻	亻儿
袈	力口衣
皤	白禾丷田
牂	爿羊
愦	忄贝
衎	彳干亍
嗵	口龴用辶
桕	木臼
笮	丨二
葜	艹三丨大
嚭	壴口不口
轱	车古
悒	忄口巴
缂	纟革
嫪	女羽人彡
枹	木勹巳
酎	西一寸
偓	亻尸一土
绹	纟勹缶
楪	木廿乙木
簃	禾夕夕
褡	衤艹亼口
褴	衤皿
鞫	革勹言
旯	日九
诮	讠月
垱	土彐
骉	马马马
鲌	鱼白
匦	匚车九
芑	艹己
癿	白乙
龉	齿五口
釐	未攵厂土
泖	氵卯
甦	一日乂生
暲	日立早
邲	必阝
辏	车天
镆	钅艹日大
幞	巾业丶
埽	土彐冖巾
鋈	氵丿大金
烔	火冂一口
泐	氵阝力
珵	王口王
橼	木纟彑
鍪	矛攵金
僰	木冂木人
缱	纟㠯辶
恫	忄冂一口
锘	钅艹口
隳	阝工
籴	丿丶米
倓	亻火火
鲴	鱼囗古
湎	氵丆囬
炻	火石
钷	钅匚口
劄	亼口刂
蝼	虫米女
澥	氵⺈用牛
彟	彐寸艹又
鼷	鼠爫幺大
涠	氵囗二丨
锽	钅白王
锒	钅丶彐
嗌	口皿
唢	口贝
祧	礻儿
跬	土土
槠	木讠耂日
耵	耳丁
悛	忄厶八夂
袷	衤亼口
蕹	艹亠乡隹
犴	犭干
呙	口冂人
胙	月丨二
鸶	丝鸟
潽	氵丷亚日
朓	月儿
壸	士冖亚
縻	麻糸
珧	王儿
椐	木尸古
翙	山夕羽
缡	纟㐫禸
懔	忄亠回示
梠	木吕
硁	石ス工
悰	忄宀示
膂	方月
艽	艹九
庋	广十又
襁	衤弓口虫
溽	氵厂二寸
馓	饣龷月攵
桴	木爫子
铚	钅一厶土
璥	王艹句攵
讧	讠工
倧	亻宀示
嫫	女艹日大
蔹	艹亼攵
茛	艹彐
盍	土厶皿
镅	钅尸丨目
蚰	虫由
溍	氵亚日
筚	匕匕十
蜢	虫子皿
缲	纟品木
甡	生生
疔	疒丁
赑	贝贝贝
鹋	艹田鸟
狃	犭乙土
滠	氵耳又又
胬	女又肉
嗞	口丷一幺
犄	牜大丁口
陞	阝丿廾土
筼	口贝
拊	扌亻寸
潆	氵艹冖糸
撺	扌穴口中
绁	纟廿乙
棪	木火火
谵	讠⺈厂言
瓿	立口瓦
芴	艹勿
劬	句力
溘	氵土厶皿
蝈	虫囗王丶
燹	豕豕火
忾	忄气
缣	纟丷一
坼	土斤丶
锱	钅巛田
訇	勹言
跣	⺧儿
柙	木甲
卺	了一㔾
仂	亻力
骖	马厶大彡
躏	艹门隹
锎	钅门开
觜	止匕⺈用
虼	虫乙
铗	钅夫丷
骟	马户羽
尢	尢
牤	牜亡
菉	艹彐氺
溞	氵又丶虫
暕	日木
箨	扌又丨
鸪	古鸟
鸸	而鸟
痍	疒大弓
蓊	艹八厶羽
绲	纟日匕匕
刎	勿刂
塝	土方
镪	钅弓口虫
蒗	艹氵丶
棼	木木八刀
黢	黑厶八夂
裼	衤日勿
仉	亻几
觌	头冂儿
睚	目厂土土
艄	舟月
镈	钅甫寸
麈	鹿丶王
甍	艹罒冖瓦
捭	扌白丿十
蒡	艹方
廑	广堇
矻	石乙
浡	氵子
笾	力辶
逦	一冂丶辶
垤	土一厶土
鲊	鱼丨二
墁	土日罒又
餍	厂犬食
潾	氵米夕㐄
浉	氵一巾
聍	耳宀丁
慊	忄丷一
湴	氵丷亚
堽	土罒一止
盦	亽乙西皿
徂	彳且
澌	氵其斤
蜮	虫戈口一
棐	非木
瀼	氵衣吅
佸	亻舌
斝	吅冖⺀十
箜	穴工
黩	黑头
狲	犭子小
浥	氵口巴
厣	厂犬甲
蘩	艹母糸
飑	几乂勹巳
硇	石乂
挲	氵少手
轺	车刀口
倞	亻小
堍	土兔
裉	衤彐
瑆	王日生
瘊	疒亻矢
刖	月刂
绔	纟大二乙
龁	齿乙
蛘	虫羊
舳	舟由
婳	女一田凵
谰	讠门木
囵	囗人匕
剀	山己刂
橦	木立日土
箅	田一
谮	讠匚儿日
鞴	革龷丿用
茀	艹弓
堠	土亻矢
湲	氵爫二夂
窭	穴米女
桄	木⺎
夬	人
堌	土囗古
梾	木未丷
糨	米弓口虫
菹	艹氵且
儇	亻罒一
姶	女亼口
蒉	艹贝
锖	钅龶月
佴	亻耳
磉	石又又木
蝣	虫方子
宄	宀九
妘	女云
玚	王乙丿丿
氾	氵㔾
杌	木⺎
剋	古儿刂
鹧	广廿灬鸟
荭	艹纟工
蜞	虫其
圄	囗五口
婠	女宀㠯
旵	日山
蘼	艹麻非
怍	忄丨二
垧	土口
塆	土亦弓
钖	钅乙丿丿
拶	扌巛夕
蓠	艹㐫禸
躅	罒勹虫
刽	人云刂
璪	王品木
梣	木山亽乙
馃	饣日木
猁	犭禾刂
綮	户攵糸
毌	囗十
囷	囗禾
秕	禾匕匕
镄	钅弓贝
菪	艹宀石
笤	刀口
裢	衤车辶
羕	⺷丶乙
撙	扌丷西寸
醐	西一古月
甗	虍一口瓦
茈	艹止匕
蕺	艹口耳戈
縠	士冖一又
杙	木弋
歃	千臼欠
鳇	鱼白王
栝	木舌
萋	艹十彐女
蠃	亡口月丶
囹	囗亽龴
骙	马癶天
槚	木覀贝
泇	氵力口
骃	马囗大
阍	门氏日
忪	忄八厶
茳	艹氵工
姞	女士口
勔	丆囬力
褰	宀八衣
晡	日甫
晢	扌斤日
涫	氵宀㠯
搦	扌弓冫冫
轵	车口八
堎	土土八夂
诎	讠屮凵
芏	艹土
觃	冂儿子
晊	日一厶土
笊	爪
鹆	谷鸟
砮	女又石
苈	艹厂力
旰	日干
刳	大二乙刂
蜍	虫人于八
踅	扌斤足
纻	纟宀一
猱	犭矛木
莸	艹犭尢丶
硙	石山己
鄘	广彐月阝
洨	氵六乂
洣	氵米
盉	禾皿
翾	罒一口羽
岵	山古
迮	丨二辶
堋	土月月
桫	木氵少
煺	火彐辶
夐	⺈冂人夂
枵	木口一乙
曛	日千灬
鼙	壴十又十
垲	土山己
侁	亻⺧儿
乸	也母
璮	王亠回旦
倥	亻穴工
噍	口隹灬
踔	⺊早
瑳	王工
禚	礻⺷灬
蝲	虫木口刂
鼒	丿目片
亹	亠⺽冂且
岣	山句
嬬	女⻗而
朏	月屮凵
饩	饣气
绐	纟厶口
砑	石牙
靬	革干
愀	忄禾火
甏	壴彡瓦
宬	宀戊乙
鸹	舌鸟
帻	巾龶贝
崾	山覀女
墕	土一止灬
鼢	鼠八刀
嗐	口宀三口
滃	氵八厶羽
泂	氵冂口
崟	山金
旆	方一巾
傒	亻爫幺大
嗾	口方矢
磙	石衣八厶
孥	女又子
伾	亻不一
忭	忄丶下
埇	土龴用
阒	门目犬
摽	扌覀示
噂	口丷西寸
夼	大川
唿	口勿心
楗	木彐二廴
脔	亦肉
癍	疒王亠王
昳	日丿夫
鞨	革日勹乙
囫	囗勿
昫	日句
俜	亻由一乙
裈	衤冖车
蛑	虫厶牛
锳	钅艹冂大
龠	亼口口艹
缒	纟辶
珖	王⺎
糇	米亻矢
芟	艹几又
珹	王戊乙
菂	艹白勹丶
嫠	未攵厂女
赙	贝甫寸
踽	丿口⽱
鲾	鱼一口田
骀	马厶口
骎	马彐冖又
菝	艹扌犮
偰	亻三丨大
婼	女艹口
棫	木戈口一
杧	木亡
珦	王口
矞	矛冂八口
靺	革末
箦	龶贝
犨	隹隹牛
汔	氵乙
莶	艹亼
渼	氵⺷大
滹	氵虍乎
苊	艹厂㔾
闶	门亠几
刭	ス工刂
绱	纟尚
篯	钅戋
刿	山夕刂
疬	疒厂力
嗍	口屰月
僦	亻小丶
沘	氵匕匕
搠	扌屰月
葰	艹亻厶夂
爝	火爫罒寸
茕	艹冖卂
硭	石艹亡
滆	氵一口丨
郪	十彐女阝
龀	齿
堙	土覀土
絷	扌九丶糸
漷	氵子阝
沨	氵几乂
琫	王二丨
鳓	鱼革力
玓	王勹丶
阃	门囗木
鬈	镸彡丷㔾
犰	犭九
猞	犭亼古
敩	⺍冖子攵
睥	目白丿十
熥	火龴用辶
溇	氵米女
璲	王丷豕辶
麇	鹿禾
抃	扌丶下
诖	讠土土
绨	纟丷弓丿
趼	开
暌	日癶天
鞬	革彐二廴
慥	忄⺧口辶
涘	氵厶矢
铹	钅艹冖力
跹	千辶
裰	衤又又又
篌	亻矢
蓐	艹厂二寸
蔟	艹方矢
迓	牙辶
猄	犭小
霅	⻗言
鲥	鱼日寸
魋	白儿厶隹
镘	钅日罒又
藠	艹白白白
冮	冫工
狝	犭⺈小
殍	歹爫子
姤	女𠂋
镚	钅山月月
霪	⻗氵爫士
莛	艹丿士廴
瓞	瓜丿夫
狳	犭人于八
舾	舟西
镃	钅丷一幺
颥	⻗而页
舄	臼勹灬
趔	走歹刂
窳	穴瓜瓜
邡	方阝
萆	艹白丿十
筜	彐
憷	忄木木龰
瀍	氵广日土
叆	云爫冖又
屼	山⺎
宧	宀
霨	⻗尸示寸
瑨	王亚日
镦	钅子攵
馘	首戈口一
蒹	艹丷一
簠	甫皿
巉	山⺈口兔
垍	土自
扃	户冂口
莩	艹爫子
惔	忄火火
濩	氵艹隹又
虮	虫几
岞	山丨二
钔	钅门
脬	月爫子
焞	火子
憺	忄⺈厂言
郐	人云阝
敫	白方攵
芤	艹子乙
蹀	廿乙木
煃	火大土土
眄	目一丨乙
谇	讠亠人十
嵚	山钅欠
蒟	艹立句
妯	女由
椀	木宀夕㔾
栟	木丷开
禋	礻覀土
鄫	丷日阝
劓	自田一刂
怃	忄无
摅	扌虍心
鞒	革丿大
鲦	鱼夂朩
瓖	王衣吅
诼	讠豕丶
蒐	艹白儿厶
屣	尸彳止龰
扺	扌氏
潏	氵矛冂口
籥	亼口艹
耔	耒子
鲐	鱼厶口
窸	穴禾丷心
眚	生目
嵝	山米女
锬	钅火火
屦	尸彳米女
硔	石龷八
塄	土罒方
龆	齿刀口
酺	西一甫
哕	口山夕
敉	米攵
羝	氏丶
煴	火日皿
羼	尸羊羊
祊	礻方
褊	衤户冂艹
嚅	口⻗而
觿	⺈用山口
狁	犭厶儿
塅	土几又
镢	钅厂屰欠
觏	冂土儿
艚	舟艹日日
鼗	儿壴又
蚍	虫匕匕
薁	艹米大
踯	丷天阝
趄	走且
芄	艹九丶
钘	钅开
浰	氵禾刂
銎	工几丶金
檞	木⺈用牛
鳂	鱼田
渫	氵廿乙木
锍	钅
镋	钅尚儿
觳	士冖一又
琄	王口月
酾	西一一丶
簖	米乙斤
墡	土羊丷口
嶲	山隹乙
柷	木口儿
洢	氵亻彐丿
恹	忄厂犬
敔	五口攵
缐	纟白水
沺	氵田
漼	氵山隹
獯	犭千灬
萑	艹隹
猢	犭古月
赪	土⺊贝
鹖	日勹人鸟
艨	舟艹冖
苧	艹宀丁
梼	木三丿寸
鹾	⺊囗乂工
洫	氵丿皿
悃	忄囗木
揠	扌匚日女
蓂	艹冖日六
蔸	艹白儿
洑	氵亻犬
砫	石丶王
浛	氵亽乙口
戥	日生戈
廒	广龶勹攵
酂	⺧儿⺧阝
癯	疒目目隹
妁	女勹丶
焌	火厶八夂
襻	衤木乂手
恧	而心
蠼	虫目目又
馇	饣木旦
蟛	虫壴彡
蟪	虫心
迕	十辶
郈	𠂋口
哱	口子
酡	西一宀匕
缌	纟田心
嶅	龶勹攵山
鳠	鱼艹隹又
肸	月八十
漭	氵艹犬廾
蠋	虫罒勹虫
腙	月宀示
糌	米夂卜日
橞	木心
螠	虫皿
氕	气丿
忸	忄乙土
奓	大夕夕
埘	土日寸
縢	月丷夫糸
笱	句
祾	礻土八夂
圬	土二乙
屃	尸贝
鹁	子鸟
蒺	艹疒矢
澴	氵罒一
鳡	鱼戌口心
玒	王工
畎	田犬
婞	女土丷干
葸	艹田心
缊	纟日皿
槱	木西一灬
甓	尸口立瓦
扽	扌屯
虒	⺁虍几
慝	匚艹心
栴	木⺆亠
逭	宀㠯辶
跞	小
赕	贝火火
湑	氵乙龰月
瀵	氵米田八
妧	女二儿
佽	亻冫欠
陴	阝白丿十
掞	扌火火
鲕	鱼而
鹣	丷一彐鸟
匜	匚也
槔	木白大十
漖	氵耂子攵
醵	西一虍豕
砘	石屯
绠	纟一日乂
棓	木立口
翛	亻丨夂羽
蒻	艹弓冫冫
穸	穴夕
弨	弓刀口
崦	山大电
鄀	艹口阝
鲚	鱼亠乂
襕	衤门木
舁	臼廾
脿	月龶
锼	钅臼丨又
鲙	鱼人云
黡	厂犬黑
枘	木冂人
梿	木车辶
瀣	氵⺊夕一
仫	亻丿厶
辿	山辶
锸	钅千臼
吣	口心
鸺	亻木鸟
摛	扌㐫禸
簏	鹿
姈	女亽龴
搌	扌尸龷
墣	土业丶
墼	車凵几土
艟	舟立日土
佖	亻必
憕	忄癶豆
殪	歹士冖豆
攮	扌吅
轳	车⺊尸
偬	亻勿丶心
筲	月
褙	衤丬匕月
橥	犭耂日木
襜	衤⺈厂言
阼	阝丨二
峃	⺍冖山
髢	镸彡也
瞢	艹罒冖目
檑	木⻗田
躔	广日土
笸	匚口
鄗	高阝
楩	木亻一乂
酲	西一口王
爇	艹土八灬
旿	日十
珋	王卯
眢	夕㔾目
嵎	山日⽱
瑑	王彑
癃	疒阝夂生
汫	氵井
耪	耒方
茝	艹
涐	氵丿扌戈
锞	钅日木
跽	己心
柈	木丷二丨
椠	车斤木
裎	衤口王
忮	忄十又
垯	土大辶
晅	日二日
痄	疒丨二
涢	氵口贝
媄	女⺷大
胨	月小
骱	骨人
瘌	疒木口刂
萏	艹⺈臼
葎	艹彳彐丨
嚄	口艹隹又
臑	月⻗而
璺	⺽冂一丶
琭	王彐氺
蓢	艹丶彐月
鄠	⻗二乙阝
踟	矢口
辚	车米夕㐄
砉	三丨石
蜾	虫日木
舲	舟亽龴
雱	⻗方
爚	火亼口艹
苘	艹冂口
晫	日⺊早
鱾	鱼己
煋	火日生
獍	犭立日儿
鞔	革免
镮	钅罒一
蹰	厂豆寸
祃	礻马
骍	马立十
鄅	丿口⽱阝
踬	⺁十贝
礅	石子攵
尥	尢勹丶
羑	⺷丶
呣	口母
垞	土宀丿七
唪	口二丨
馉	饣骨
螗	虫广彐口
羱	厂白小
岍	山开
窅	穴目
跂	十又
萹	艹户冂艹
锓	钅彐冖又
榍	木尸月
螵	虫覀示
髃	骨日⽱
皕	丆日丆日
潩	氵田龷八
旴	日于
尜	小大小
涴	氵宀夕㔾
禘	礻巾
轷	车乎
牮	亻弋牛
酤	西一古
媭	彡页女
碥	石户冂艹
瘳	疒羽人彡
臌	月壴十又
氿	氵九
贳	廿乙贝
胩	月上卜
窬	穴亼月刂
镴	钅巛
峘	山二日
崄	山亼
颃	亠几页
搋	扌⺁虍几
暅	日忄二日
颟	艹两页
蟥	虫龷由八
鞲	革冂土
咴	口火
瑔	王白水
鲖	鱼冂一口
泃	氵句
讱	讠刀丶
坰	土冂口
玶	王干丷
秬	禾匚
捃	扌彐丿口
捽	扌亠人十
骒	马日木
筥	吕
锩	钅丷夫㔾
顸	干页
玼	王止匕
羖	几又
牾	牜五口
袼	衤夂口
黹	业㡀
漶	氵口中心
璬	王白方攵
尨	龙丿丿
罱	罒十冂干
肭	月冂人
咺	口二日
峧	山六乂
庼	广匕页
锊	钅爫寸
瘅	疒丷
锿	钅衣口
瞀	矛攵目
瘵	疒示
胠	月土厶
躐	巛
帱	巾三丿寸
碏	石龷日
瑧	王禾
菼	艹火火
脞	月人人土
愃	忄宀二日
趯	走羽隹
哿	力口丁口
椑	木白丿十
猯	犭山而
湝	氵匕匕白
翯	羽高
裣	衤亼
熇	火高
礌	石⻗田
耑	山而
衒	彳亠幺亍
跐	止匕
潵	氵龷月攵
礓	石三田田
鳣	鱼亠回旦
垿	土广予
喁	口日⽱
搛	扌丷一
叚	丨二又
倕	亻千艹二
圊	囗龶月
葙	艹木目
螣	月丷夫虫
戽	户⺀十
蔌	艹木口欠
铏	钅开刂
铘	钅牙阝
硿	石穴工
磜	石示
臜	月⺧儿贝
芼	艹毛
梴	木丿廴
狴	犭匕匕土
蒈	艹匕匕白
瑅	王旦龰
娀	女戈
悆	人于八心
鬏	镸彡禾火
鐾	尸口立金
垈	亻弋土
怫	忄弓
绋	纟弓
珫	王儿
蒄	艹冖二寸
辒	车日皿
踺	彐二廴
刬	戋刂
蔀	艹立口阝
鲒	鱼士口
櫆	木白儿十
惎	其心
欻	火火欠
榑	木甫寸
鹢	皿鸟
皦	白白方攵
坫	土⺊口
侹	亻丿士廴
洿	氵大二乙
琡	王上小又
簰	片白十
爔	火⺷禾戈
洭	氵匚王
掊	扌立口
酴	西一人八
螋	虫臼丨又
伛	亻匚乂
昄	日⺁又
琀	王亽乙口
鳒	鱼丷一
蜣	虫乙
瘐	疒臼人
溻	氵日羽
碡	石龶母
僔	亻丷西寸
嶓	山禾丷田
鄹	耳又乑阝
纩	纟广
怩	忄尸匕
舭	舟匕匕
垎	土夂口
掎	扌大丁口
媖	女艹冂大
筻	一日乂
醭	西一业丶
拃	扌丨二
俍	亻丶彐
唼	口立女
椆	木⺆土口
筦	宀二儿
醑	西一乙月
篥	覀木
鳈	鱼白水
氍	目目隹毛
咇	口必
疰	疒丶王
僬	亻隹灬
黇	龷由八口
鳘	母攵鱼
绖	纟一厶土
莰	艹土欠
稆	禾吕
粞	米西
傺	亻示
鬷	一口冂夂
纴	纟丿士
玱	王人㔾
肷	月欠
眵	目夕夕
瑝	王白王
慬	忄堇
驵	马且
昤	日亽龴
狯	犭人云
舴	舟丨二
婻	女十冂干
毹	亼月刂毛
嘡	口尚土
咍	口厶口
炌	火人
祲	礻彐冖又
隃	阝亼月刂
蒎	艹氵⺁
碹	石宀二日
眬	目龙
猃	犭亼
桯	木口王
蹁	户冂艹
杻	木乙土
棁	木丷口儿
瑂	王尸丨目
澭	氵亠乡隹
荄	艹亥
梽	木士心
垾	土日干
蒇	艹戊贝
慭	未丷犬心
藟	艹田田田
仳	亻匕匕
矼	石工
窀	穴屯
浭	氵一日乂
筢	扌巴
劂	厂屰欠刂
聱	龶勹攵耳
汈	氵乙一
茺	艹儿
郚	五口阝
轪	车大
栐	木丶乙
惛	忄氏日
稂	禾丶彐
漴	氵山宀示
觭	⺈用大口
瘼	疒艹日大
鼽	自田一九
齉	自田一
苠	艹民
菥	艹木斤
鄃	亼月刂阝
蓇	艹骨
煟	火田月
戣	癶天戈
濋	氵木木龰
螬	虫艹日日
昡	日亠幺
珒	王彐二丨
轾	车一厶土
埵	土千艹二
嵫	山丷一幺
猺	犭爫缶
褕	衤亼月刂
踣	立口
爟	火艹吅隹
埆	土⺈用
痃	疒亠幺
漹	氵一止灬
俙	亻乂巾
猇	犭虍几
斠	冂土十
墦	土禾丷田
熻	火亼口羽
攉	扌⻗隹
珌	王必
辀	车舟
嫽	女大丷小
鲯	鱼其
繄	匚矢几糸
邘	于阝
圫	土丿七
岊	巴山
洚	氵夂㐄
溵	氵⺁彐又
嚚	吅臣吅
攽	八刀攵
轹	车小
庳	广白丿十
奡	丆目大
僇	亻羽人彡
觱	戌口⺈用
哳	口扌斤
浟	氵亻丨攵
桲	木子
燋	火隹灬
鳁	鱼日皿
鬶	夫冂儿丨
鹲	艹冖二鸟
诐	讠皮
耖	耒少
帨	巾丷口儿
舥	舟巴
猰	犭三丨大
飔	几乂田心
墚	土氵刀木
儦	亻鹿灬
俫	亻未丷
筘	扌口
锪	钅勿心
疐	田乙龰
熛	火覀示
蹯	禾丷田
睎	目乂巾
魆	白儿厶戉
鲺	鱼乙丿虫
鞡	革扌立
枲	厶口木
珷	王一弋止
靸	革乃丶
毵	厶大彡毛
厖	厂龙丿丿
赆	贝尸丶⺀
靰	革⺎
艅	舟人于八
穜	禾立日土
萚	艹扌又丨
忳	忄屯
酏	西一也
埫	土尚
愐	忄丆囬
楒	木田心
麀	鹿匕
踦	大丁口
糈	米乙龰月
嚆	口艹高
镩	钅穴口中
儴	亻衣吅
飐	几乂⺊口
滧	氵六乂攵
滍	氵屮一虫
嶦	山⺈厂言
黪	黑厶大彡
竫	立⺈彐丨
堨	土日勹乙
穟	禾丷豕辶
恝	三丨刀心
埯	土大电
慆	忄爫臼
蓰	艹彳止龰
嫕	女匚矢心
趱	走⺧儿贝
坬	土瓜
泙	氵干丷
筶	⺧口
擿	扌亠丷辶
鹯	亠回旦鸟
耱	耒麻石
汋	氵勹丶
眊	目毛
鸧	人㔾鸟
掭	扌天
墈	土其乙力
劐	艹隹又刂
蘘	艹衣吅
岠	山匚
泜	氵氏丶
荮	艹纟寸
痦	疒五口
躜	⺧儿贝
芠	艹亠乂
淜	氵月月
惝	忄尚
蔊	艹火日干
玡	王牙
詟	龙言
犏	牜户冂艹
裛	衣口巴
嶍	山羽白
阽	阝⺊口
窊	穴瓜
耤	耒龷日
澼	氵尸口十
茓	艹穴
妭	女犮
烶	火丿士廴
崒	山亠人十
鸼	舟鸟
觖	⺈用人
晪	日冂龷八
愭	忄耂匕日
篚	匚非
蹐	人月
鳛	鱼羽白
麑	鹿臼儿
炣	火丁口
槜	木隹乃
箢	宀夕㔾
鹠	丶刀鸟
糒	米龷丿用
醨	西一㐫禸
酅	山隹冂阝
躞	言火又
耇	耂句
剅	豆刂
姱	女大二乙
胲	月亥
崡	山了凵
矰	矢丷日
椓	木豕丶
薢	艹⺈用牛
礵	石⻗木目
崌	山尸古
傃	亻龶糸
缞	纟衣口一
墐	土堇
疁	田羽人彡
伣	亻冂儿
杕	木大
岨	山且
洴	氵丷开
婍	女大丁口
棽	木木亽乙
蜎	虫口月
觫	⺈用木口
耩	耒冂土
璒	王癶豆
薸	艹氵覀示
坉	土屯
祋	礻几又
鸤	尸鸟
垙	土⺎
莙	艹彐丿口
辌	车小
崶	山土土寸
遆	巾辶
氆	毛丷亚日
蹾	子攵
玃	犭目目又
昽	日龙
瑖	王几又
锧	钅⺁十贝
谫	讠丷一刀
瞫	目覀早
昣	日人彡
脎	月乂朩
琈	王爫子
惙	忄又又又
萳	艹十冂干
棬	木丷夫㔾
睃	目厶八夂
嵁	山其乙
蒱	艹扌甫
箖	木木
漤	氵木木女
藦	艹麻手
耰	耒丆冂夂
镵	钅⺈口兔
牁	爿丁口
哢	口王廾
劁	隹灬刂
邿	土寸阝
冔	曰口于
唣	口白七
涍	氵耂子
赇	贝求
隩	阝米大
嫜	女立早
亸	子丷
髽	镸彡人土
偭	亻丆囬
弶	弓小
酦	西一发
崿	山吅二乙
雊	句隹
勠	羽人彡力
玞	王夫
咡	口耳
圐	囗罒方
赒	贝⺆土口
鄌	广彐丨阝
耢	耒艹冖力
煓	火山而
圙	囗八丆囬
冱	冫一彑
茋	艹氏丶
庤	广土寸
耠	耒亼口
榅	木日皿
羓	巴
珸	王五口
啴	口丷
堧	土而大
噀	口巳巳八
鲪	鱼彐丿口
薳	艹土口辶
瞵	目米夕㐄
瀌	氵鹿灬
伈	亻心
玿	王刀口
娵	女耳又
婤	女⺆土口
榃	木木田
殣	歹堇
瑬	氵丶
麖	鹿小
鬒	镸彡十八
坋	土八刀
堼	土土寸土
铻	钅五口
旐	方儿
溚	氵艹亼口
滪	氵予页
蔈	艹覀示
漋	氵阝夂生
鲰	鱼耳又
厾	乙土厶
怊	忄刀口
珛	王月
莝	艹人人土
葖	艹穴犬
牚	尚牙
犋	牜八
媓	女白王
跱	土寸
馌	饣土厶皿
暶	日方龰
橑	木大丷小
嬥	女羽隹
礞	石艹冖
訄	九言
珢	王彐
倴	亻大十廾
凘	冫其斤
嫭	女虍乎
嶒	山丷日
潖	氵王王巴
磹	石覀早
灈	氵目目隹
逴	⺊早辶
铞	钅口巾
徛	彳大丁口
暵	日廿口夫
氇	毛鱼日
鼫	鼠石
驲	马日
饻	饣衣
窎	穴鸟
淴	氵勿心
赗	贝曰目
貆	豸二日
穄	禾示
佁	亻厶口
狺	犭言
袗	衤人彡
菍	艹亽乙心
脶	月口冂人
焆	火口月
琔	王宀一龰
渰	氵亼口廾
腯	月⺁十目
鞳	革艹亼口
蟫	虫覀早
杄	木千
韨	二乙丨犮
荙	艹大辶
眍	目匚乂
姽	女⺈厂㔾
蚆	虫巴
蛃	虫一冂人
揳	扌三丨大
鄑	亚日阝
棤	木龷日
溠	氵工
歅	覀土欠
叇	云彐氺辶
糵	艹立米
峂	山夂⺀
狉	犭不一
耏	而彡
帡	巾丷开
悢	忄丶彐
勚	廿乙贝力
弸	弓月月
蓏	艹瓜瓜
稑	禾土八土
谼	谷龷八
鹔	彐小鸟
媱	女爫缶
幖	巾覀示
鹙	禾火鸟
踶	旦龰
伭	亻亠幺
诇	讠冂口
疭	疒人人
辁	车人王
鱽	鱼刀
艴	弓⺈巴
葴	艹戌口
鹒	广彐人鸟
澛	氵鱼日
璱	王王王必
韂	革⺈厂言
疢	疒火
唝	口工贝
桊	丷夫木
烻	火丿廴
堲	彐卩土
瑃	王日
耥	耒尚
艎	舟白王
戭	宀一由戈
馞	禾日子
薿	艹匕矢龰
斶	斤罒勹虫
癗	疒⻗田
巇	山虍豆戈
皭	白爫罒寸
呇	水口
匼	匚亼口
舠	舟刀
饳	饣屮凵
饹	饣夂口
漦	未攵厂水
鹴	⻗木目鸟
弆	土厶廾
咉	口冂大
砠	石且
烠	火月
寁	宀一彐龰
煁	火其乙
摏	扌臼
飗	几乂田
磏	石丷一
螱	尸示寸虫
蹽	大丷小
儳	亻⺈口兔
醾	西一麻米
拤	扌上卜
昈	日户
垏	土彐二丨
浕	氵尸丶⺀
翂	羽八刀
硍	石彐
龂	齿斤
觟	⺈用土土
蹜	宀亻日
朸	木力
茽	艹亻中
洓	氵木冂
绤	纟谷
桹	木丶彐
偡	亻其乙
琟	王隹
揕	扌其乙
凓	冫覀木
榰	木耂匕日
牥	牜方
铴	钅氵乙丿
睄	目月
塥	土一口丨
戤	乃又皿戈
罶	罒丶田
澽	氵虍豕
冁	丷尸
挦	扌彐寸
荓	艹丷开
恓	忄西
剕	非刂
婌	女上小又
喤	口白王
嵲	山自木
骦	马⻗木目
鳤	鱼宀㠯
忺	忄欠
珇	王且
荁	艹二日
侴	亼乙土刂
峱	犭乙土山
袯	衤发
隺	冖隹
翈	甲羽
牿	牜⺧口
碨	石田
漻	氵羽人彡
褟	衤日羽
翷	米夕㐄羽
圢	土丁
朳	木八
洘	氵耂一乙
硊	石⺈厂㔾
趑	走冫欠
腽	月日皿
蔃	艹弓口虫
苉	艹匚儿
玤	王三丨
柖	木刀口
陧	阝日土
珕	王力力力
垺	土爫子
埪	土穴工
笯	女又
稌	禾人于八
摴	扌⻗二乙
馝	禾日必
膙	月弓口虫
瘭	疒覀示
挓	扌宀丿七
虷	虫干
峗	山⺈厂㔾
悈	忄戈廾
梌	木人于八
鹐	⺈臼鸟
禒	礻彑
嶟	山丷西寸
蹅	木旦
瓀	王⻗而
讻	讠乂凵
坽	土亽龴
盷	目勹冫
峿	山五口
衃	丿皿不
剟	又又又刂
淟	氵冂龷八
靿	革幺力
